date,admin2,market,category,commodity,pricetype,price
#date,#adm2+name,#loc+market+name,#item+type,#item+name,#item+price+type,#value
2021-11-15,Mombasa,Kongowea (Mombasa),vegetables and fruits,Tomatoes,Wholesale,3360.0
2021-11-15,Mombasa,Mombasa,cereals and tubers,Maize,Wholesale,20.1
2021-11-15,Kitui,Kitui town (Kitui),cereals and tubers,"Maize (white, dry)",Wholesale,2997.0
2021-11-15,Kitui,Kitui town (Kitui),cereals and tubers,"Potatoes (Irish, white)",Wholesale,910.0
2021-11-15,Kitui,Kitui town (Kitui),cereals and tubers,Sorghum (red),Wholesale,4203.0
2021-11-15,Kitui,Kitui town (Kitui),pulses and nuts,Beans (kidney),Wholesale,7002.0
2021-11-15,Kitui,Kitui town (Kitui),pulses and nuts,Beans (yellow),Wholesale,7497.0
2021-11-15,Kitui,Kitui town (Kitui),pulses and nuts,Cowpeas,Wholesale,9999.0
2021-11-15,Kitui,Kitui town (Kitui),vegetables and fruits,Cabbage,Wholesale,2154.6
2021-11-15,Kitui,Kitui town (Kitui),vegetables and fruits,Kale,Wholesale,1500.0
2021-11-15,Kitui,Kitui town (Kitui),vegetables and fruits,Onions (dry),Wholesale,845.0
2021-11-15,Kitui,Kitui town (Kitui),vegetables and fruits,Tomatoes,Wholesale,1996.8
2021-11-15,Machakos,Tala Centre Market (Machakos),cereals and tubers,Millet (finger),Wholesale,7200.0
2021-11-15,Machakos,Tala Centre Market (Machakos),cereals and tubers,"Potatoes (Irish, red)",Wholesale,1223.33
2021-11-15,Machakos,Tala Centre Market (Machakos),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1223.33
2021-11-15,Machakos,Tala Centre Market (Machakos),cereals and tubers,Sorghum (red),Wholesale,4500.0
2021-11-15,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans (dolichos),Wholesale,9000.0
2021-11-15,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans (kidney),Wholesale,7125.0
2021-11-15,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans (rosecoco),Wholesale,7125.0
2021-11-15,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans (yellow),Wholesale,9000.0
2021-11-15,Machakos,Tala Centre Market (Machakos),pulses and nuts,Cowpeas,Wholesale,7050.0
2021-11-15,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Cabbage,Wholesale,2730.0
2021-11-15,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Kale,Wholesale,1250.0
2021-11-15,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Onions (dry),Wholesale,762.67
2021-11-15,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Tomatoes,Wholesale,2387.2
2021-11-15,Makueni,Kathonzweni (Makueni),cereals and tubers,"Maize (white, dry)",Wholesale,2475.0
2021-11-15,Makueni,Kathonzweni (Makueni),cereals and tubers,"Potatoes (Irish, white)",Wholesale,2166.67
2021-11-15,Makueni,Kathonzweni (Makueni),pulses and nuts,Beans (mung),Wholesale,9000.0
2021-11-15,Makueni,Kathonzweni (Makueni),pulses and nuts,Cowpeas,Wholesale,7200.0
2021-11-15,Makueni,Kathonzweni (Makueni),vegetables and fruits,Cabbage,Wholesale,3990.0
2021-11-15,Makueni,Kathonzweni (Makueni),vegetables and fruits,Onions (dry),Wholesale,780.0
2021-11-15,Makueni,Kathonzweni (Makueni),vegetables and fruits,Tomatoes,Wholesale,2880.0
2021-11-15,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,"Maize (white, dry)",Wholesale,2850.0
2021-11-15,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Millet (finger),Wholesale,6450.0
2021-11-15,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,"Potatoes (Irish, red)",Wholesale,1750.0
2021-11-15,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1750.0
2021-11-15,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Sorghum (red),Wholesale,6300.0
2021-11-15,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Sorghum (white),Wholesale,6375.0
2021-11-15,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Beans (kidney),Wholesale,7650.0
2021-11-15,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Beans (rosecoco),Wholesale,7200.0
2021-11-15,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Beans (yellow),Wholesale,8550.0
2021-11-15,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Cowpeas,Wholesale,6900.0
2021-11-15,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Cabbage,Wholesale,3465.0
2021-11-15,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Kale,Wholesale,1166.67
2021-11-15,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Onions (dry),Wholesale,780.0
2021-11-15,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Tomatoes,Wholesale,2240.0
2021-11-15,Nairobi,Kangemi (Nairobi),cereals and tubers,"Maize (white, dry)",Wholesale,3206.25
2021-11-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Millet (finger),Wholesale,10647.0
2021-11-15,Nairobi,Kangemi (Nairobi),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1791.67
2021-11-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Rice (aromatic),Wholesale,7780.0
2021-11-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Sorghum (red),Wholesale,4500.0
2021-11-15,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (dolichos),Wholesale,9501.0
2021-11-15,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (kidney),Wholesale,7200.0
2021-11-15,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (mung),Wholesale,12150.0
2021-11-15,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (rosecoco),Wholesale,8788.5
2021-11-15,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (yellow),Wholesale,9450.0
2021-11-15,Nairobi,Kangemi (Nairobi),pulses and nuts,Cowpeas,Wholesale,7950.0
2021-11-15,Nairobi,Kangemi (Nairobi),vegetables and fruits,Cabbage,Wholesale,2677.5
2021-11-15,Nairobi,Kangemi (Nairobi),vegetables and fruits,Onions (dry),Wholesale,764.4
2021-11-15,Nairobi,Kangemi (Nairobi),vegetables and fruits,Tomatoes,Wholesale,3777.6
2021-11-15,Nairobi,Kitengela (Kajiado),cereals and tubers,"Maize (white, dry)",Wholesale,2875.5
2021-11-15,Nairobi,Kitengela (Kajiado),cereals and tubers,Millet (finger),Wholesale,9000.0
2021-11-15,Nairobi,Kitengela (Kajiado),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1145.0
2021-11-15,Nairobi,Kitengela (Kajiado),cereals and tubers,Rice (aromatic),Wholesale,6916.67
2021-11-15,Nairobi,Kitengela (Kajiado),cereals and tubers,Sorghum (red),Wholesale,4500.0
2021-11-15,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (dolichos),Wholesale,7533.0
2021-11-15,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (kidney),Wholesale,6801.0
2021-11-15,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (mung),Wholesale,11190.0
2021-11-15,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (rosecoco),Wholesale,7299.0
2021-11-15,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (yellow),Wholesale,8001.0
2021-11-15,Nairobi,Kitengela (Kajiado),pulses and nuts,Cowpeas,Wholesale,8100.0
2021-11-15,Nairobi,Kitengela (Kajiado),vegetables and fruits,Cabbage,Wholesale,1638.0
2021-11-15,Nairobi,Kitengela (Kajiado),vegetables and fruits,Kale,Wholesale,1250.0
2021-11-15,Nairobi,Kitengela (Kajiado),vegetables and fruits,Onions (dry),Wholesale,585.0
2021-11-15,Nairobi,Kitengela (Kajiado),vegetables and fruits,Tomatoes,Wholesale,2773.33
2021-11-15,Nairobi,Nairobi,cereals and tubers,Maize,Wholesale,32.87
2021-11-15,Nairobi,Nairobi,pulses and nuts,Beans,Wholesale,66.74
2021-11-15,Nairobi,Wakulima (Nairobi),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1266.25
2021-11-15,Garissa,Garissa town (Garissa),cereals and tubers,"Maize (white, dry)",Wholesale,5220.0
2021-11-15,Garissa,Garissa town (Garissa),cereals and tubers,Millet (finger),Wholesale,7020.0
2021-11-15,Garissa,Garissa town (Garissa),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1293.75
2021-11-15,Garissa,Garissa town (Garissa),cereals and tubers,Rice (aromatic),Wholesale,5500.0
2021-11-15,Garissa,Garissa town (Garissa),cereals and tubers,Sorghum (red),Wholesale,6885.0
2021-11-15,Garissa,Garissa town (Garissa),cereals and tubers,Sorghum (white),Wholesale,6750.0
2021-11-15,Garissa,Garissa town (Garissa),pulses and nuts,Beans (kidney),Wholesale,7290.0
2021-11-15,Garissa,Garissa town (Garissa),pulses and nuts,Beans (mung),Wholesale,9900.0
2021-11-15,Garissa,Garissa town (Garissa),pulses and nuts,Beans (rosecoco),Wholesale,7200.0
2021-11-15,Garissa,Garissa town (Garissa),pulses and nuts,Beans (yellow),Wholesale,8471.25
2021-11-15,Garissa,Garissa town (Garissa),pulses and nuts,Cowpeas,Wholesale,5400.0
2021-11-15,Garissa,Garissa town (Garissa),vegetables and fruits,Cabbage,Wholesale,6825.0
2021-11-15,Garissa,Garissa town (Garissa),vegetables and fruits,Kale,Wholesale,1675.0
2021-11-15,Garissa,Garissa town (Garissa),vegetables and fruits,Onions (dry),Wholesale,910.0
2021-11-15,Garissa,Garissa town (Garissa),vegetables and fruits,Tomatoes,Wholesale,2824.0
2021-11-15,Kisumu,Kibuye (Kisumu),cereals and tubers,"Maize (white, dry)",Wholesale,3152.25
2021-11-15,Kisumu,Kibuye (Kisumu),cereals and tubers,Millet (finger),Wholesale,11997.0
2021-11-15,Kisumu,Kibuye (Kisumu),cereals and tubers,"Potatoes (Irish, white)",Wholesale,2325.0
2021-11-15,Kisumu,Kibuye (Kisumu),cereals and tubers,Rice (aromatic),Wholesale,7501.25
2021-11-15,Kisumu,Kibuye (Kisumu),cereals and tubers,Sorghum (red),Wholesale,3996.0
2021-11-15,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (dolichos),Wholesale,12249.0
2021-11-15,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (kidney),Wholesale,10597.5
2021-11-15,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (mung),Wholesale,10896.75
2021-11-15,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (rosecoco),Wholesale,11396.25
2021-11-15,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (yellow),Wholesale,11196.0
2021-11-15,Kisumu,Kibuye (Kisumu),pulses and nuts,Cowpeas,Wholesale,11997.0
2021-11-15,Kisumu,Kibuye (Kisumu),vegetables and fruits,Kale,Wholesale,1541.25
2021-11-15,Kisumu,Kibuye (Kisumu),vegetables and fruits,Onions (dry),Wholesale,999.7
2021-11-15,Kisumu,Kibuye (Kisumu),vegetables and fruits,Tomatoes,Wholesale,5713.6
2021-11-15,Baringo,Marigat town (Baringo),cereals and tubers,"Maize (white, dry)",Wholesale,2700.0
2021-11-15,Baringo,Marigat town (Baringo),cereals and tubers,Millet (finger),Wholesale,7200.0
2021-11-15,Baringo,Marigat town (Baringo),cereals and tubers,"Potatoes (Irish, white)",Wholesale,2875.0
2021-11-15,Baringo,Marigat town (Baringo),cereals and tubers,Rice (aromatic),Wholesale,5000.0
2021-11-15,Baringo,Marigat town (Baringo),pulses and nuts,Beans (dolichos),Wholesale,8100.0
2021-11-15,Baringo,Marigat town (Baringo),pulses and nuts,Beans (kidney),Wholesale,8325.0
2021-11-15,Baringo,Marigat town (Baringo),pulses and nuts,Beans (rosecoco),Wholesale,8325.0
2021-11-15,Baringo,Marigat town (Baringo),pulses and nuts,Beans (yellow),Wholesale,10800.0
2021-11-15,Baringo,Marigat town (Baringo),pulses and nuts,Cowpeas,Wholesale,8100.0
2021-11-15,Baringo,Marigat town (Baringo),vegetables and fruits,Cabbage,Wholesale,4410.0
2021-11-15,Baringo,Marigat town (Baringo),vegetables and fruits,Kale,Wholesale,1500.0
2021-11-15,Baringo,Marigat town (Baringo),vegetables and fruits,Onions (dry),Wholesale,682.5
2021-11-15,Baringo,Marigat town (Baringo),vegetables and fruits,Tomatoes,Wholesale,3200.0
2021-11-15,Nakuru,Wakulima (Nakuru),cereals and tubers,"Maize (white, dry)",Wholesale,2601.0
2021-11-15,Nakuru,Wakulima (Nakuru),cereals and tubers,Millet (finger),Wholesale,8527.5
2021-11-15,Nakuru,Wakulima (Nakuru),cereals and tubers,"Potatoes (Irish, red)",Wholesale,1300.0
2021-11-15,Nakuru,Wakulima (Nakuru),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1787.5
2021-11-15,Nakuru,Wakulima (Nakuru),cereals and tubers,Rice (aromatic),Wholesale,4668.75
2021-11-15,Nakuru,Wakulima (Nakuru),cereals and tubers,Sorghum (red),Wholesale,4583.25
2021-11-15,Nakuru,Wakulima (Nakuru),cereals and tubers,Sorghum (white),Wholesale,4527.0
2021-11-15,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (dolichos),Wholesale,5764.5
2021-11-15,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (kidney),Wholesale,5409.0
2021-11-15,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (mung),Wholesale,11250.0
2021-11-15,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (rosecoco),Wholesale,6300.0
2021-11-15,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (yellow),Wholesale,6338.25
2021-11-15,Nakuru,Wakulima (Nakuru),pulses and nuts,Cowpeas,Wholesale,8100.0
2021-11-15,Nakuru,Wakulima (Nakuru),vegetables and fruits,Cabbage,Wholesale,3528.0
2021-11-15,Nakuru,Wakulima (Nakuru),vegetables and fruits,Kale,Wholesale,961.25
2021-11-15,Nakuru,Wakulima (Nakuru),vegetables and fruits,Onions (dry),Wholesale,819.0
2021-11-15,Nakuru,Wakulima (Nakuru),vegetables and fruits,Tomatoes,Wholesale,3192.0
2021-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,Wholesale,24.9
2021-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,"Maize (white, dry)",Wholesale,3000.0
2021-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1811.67
2021-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Rice (aromatic),Wholesale,5775.0
2021-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum (red),Wholesale,4756.5
2021-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum (white),Wholesale,4704.0
2021-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dolichos),Wholesale,12573.0
2021-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (kidney),Wholesale,6828.75
2021-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (rosecoco),Wholesale,7650.0
2021-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (yellow),Wholesale,7420.5
2021-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Cabbage,Wholesale,5821.2
2021-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Onions (dry),Wholesale,827.12
2021-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Tomatoes,Wholesale,5832.0
2021-11-15,West Pokot,Lomut (West Pokot),cereals and tubers,Millet (finger),Wholesale,10440.0
2021-11-15,West Pokot,Lomut (West Pokot),pulses and nuts,Beans (rosecoco),Wholesale,7734.0
2021-11-15,West Pokot,Lomut (West Pokot),pulses and nuts,Beans (yellow),Wholesale,9720.0
2021-11-15,West Pokot,Lomut (West Pokot),vegetables and fruits,Cabbage,Wholesale,4704.0
2021-11-15,West Pokot,Lomut (West Pokot),vegetables and fruits,Kale,Wholesale,1945.0
2021-11-15,West Pokot,Lomut (West Pokot),vegetables and fruits,Tomatoes,Wholesale,3270.4
2021-11-15,West Pokot,Makutano (West Pokot),cereals and tubers,"Maize (white, dry)",Wholesale,2718.0
2021-11-15,West Pokot,Makutano (West Pokot),cereals and tubers,Millet (finger),Wholesale,8156.25
2021-11-15,West Pokot,Makutano (West Pokot),cereals and tubers,Rice (aromatic),Wholesale,5000.0
2021-11-15,West Pokot,Makutano (West Pokot),pulses and nuts,Beans (dolichos),Wholesale,6450.0
2021-11-15,West Pokot,Makutano (West Pokot),pulses and nuts,Beans (kidney),Wholesale,6498.0
2021-11-15,West Pokot,Makutano (West Pokot),pulses and nuts,Beans (rosecoco),Wholesale,6498.0
2021-11-15,West Pokot,Makutano (West Pokot),pulses and nuts,Beans (yellow),Wholesale,6918.0
2021-11-15,West Pokot,Makutano (West Pokot),pulses and nuts,Cowpeas,Wholesale,9585.0
2021-11-15,West Pokot,Makutano (West Pokot),vegetables and fruits,Cabbage,Wholesale,2844.45
2021-11-15,West Pokot,Makutano (West Pokot),vegetables and fruits,Kale,Wholesale,956.25
2021-11-15,West Pokot,Makutano (West Pokot),vegetables and fruits,Onions (dry),Wholesale,780.0
2021-11-15,West Pokot,Makutano (West Pokot),vegetables and fruits,Tomatoes,Wholesale,3041.6
2021-12-15,Nyeri,Karatina (Nyeri),cereals and tubers,"Maize (white, dry)",Wholesale,3303.0
2021-12-15,Nyeri,Karatina (Nyeri),cereals and tubers,"Potatoes (Irish, red)",Wholesale,1500.0
2021-12-15,Nyeri,Karatina (Nyeri),pulses and nuts,Cowpeas,Wholesale,7002.0
2021-12-15,Nyeri,Karatina (Nyeri),vegetables and fruits,Cabbage,Wholesale,1050.0
2021-12-15,Nyeri,Karatina (Nyeri),vegetables and fruits,Kale,Wholesale,792.0
2021-12-15,Nyeri,Karatina (Nyeri),vegetables and fruits,Onions (dry),Wholesale,845.0
2021-12-15,Nyeri,Karatina (Nyeri),vegetables and fruits,Tomatoes,Wholesale,2880.0
2021-12-15,Machakos,Tala Centre Market (Machakos),cereals and tubers,"Potatoes (Irish, red)",Wholesale,1600.0
2021-12-15,Machakos,Tala Centre Market (Machakos),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1600.0
2021-12-15,Machakos,Tala Centre Market (Machakos),cereals and tubers,Rice (aromatic),Wholesale,7500.0
2021-12-15,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans (dolichos),Wholesale,9000.0
2021-12-15,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans (rosecoco),Wholesale,6750.0
2021-12-15,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans (yellow),Wholesale,9000.0
2021-12-15,Machakos,Tala Centre Market (Machakos),pulses and nuts,Cowpeas,Wholesale,9000.0
2021-12-15,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Cabbage,Wholesale,2205.0
2021-12-15,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Kale,Wholesale,1000.0
2021-12-15,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Onions (dry),Wholesale,1008.0
2021-12-15,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Tomatoes,Wholesale,2950.0
2021-12-15,Makueni,Kathonzweni (Makueni),cereals and tubers,"Potatoes (Irish, white)",Wholesale,2500.0
2021-12-15,Makueni,Kathonzweni (Makueni),vegetables and fruits,Cabbage,Wholesale,4410.0
2021-12-15,Makueni,Kathonzweni (Makueni),vegetables and fruits,Onions (dry),Wholesale,780.0
2021-12-15,Makueni,Kathonzweni (Makueni),vegetables and fruits,Tomatoes,Wholesale,2560.0
2021-12-15,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,"Maize (white, dry)",Wholesale,3075.0
2021-12-15,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,"Potatoes (Irish, red)",Wholesale,1550.0
2021-12-15,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1517.0
2021-12-15,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Sorghum (white),Wholesale,6750.0
2021-12-15,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Beans (rosecoco),Wholesale,6188.0
2021-12-15,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Beans (yellow),Wholesale,8100.0
2021-12-15,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Cowpeas,Wholesale,7425.0
2021-12-15,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Cabbage,Wholesale,4410.0
2021-12-15,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Kale,Wholesale,969.0
2021-12-15,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Onions (dry),Wholesale,975.0
2021-12-15,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Tomatoes,Wholesale,2560.0
2021-12-15,Nairobi,Kangemi (Nairobi),cereals and tubers,"Maize (white, dry)",Wholesale,3009.0
2021-12-15,Nairobi,Kangemi (Nairobi),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1978.0
2021-12-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Rice (aromatic),Wholesale,7875.0
2021-12-15,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (rosecoco),Wholesale,8298.0
2021-12-15,Nairobi,Kangemi (Nairobi),pulses and nuts,Cowpeas,Wholesale,9752.0
2021-12-15,Nairobi,Kangemi (Nairobi),vegetables and fruits,Cabbage,Wholesale,1886.0
2021-12-15,Nairobi,Kangemi (Nairobi),vegetables and fruits,Onions (dry),Wholesale,998.0
2021-12-15,Nairobi,Kangemi (Nairobi),vegetables and fruits,Tomatoes,Wholesale,3095.0
2021-12-15,Nairobi,Kitengela (Kajiado),cereals and tubers,"Maize (white, dry)",Wholesale,2873.0
2021-12-15,Nairobi,Kitengela (Kajiado),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1554.0
2021-12-15,Nairobi,Kitengela (Kajiado),cereals and tubers,Rice (aromatic),Wholesale,6688.0
2021-12-15,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (dolichos),Wholesale,7740.0
2021-12-15,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (rosecoco),Wholesale,7200.0
2021-12-15,Nairobi,Kitengela (Kajiado),vegetables and fruits,Cabbage,Wholesale,1474.0
2021-12-15,Nairobi,Kitengela (Kajiado),vegetables and fruits,Kale,Wholesale,1200.0
2021-12-15,Nairobi,Kitengela (Kajiado),vegetables and fruits,Onions (dry),Wholesale,832.0
2021-12-15,Nairobi,Kitengela (Kajiado),vegetables and fruits,Tomatoes,Wholesale,3456.0
2021-12-15,Nairobi,Wakulima (Nairobi),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1730.0
2021-12-15,Garissa,Garissa town (Garissa),cereals and tubers,"Maize (white, dry)",Wholesale,3600.0
2021-12-15,Garissa,Garissa town (Garissa),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1560.0
2021-12-15,Garissa,Garissa town (Garissa),cereals and tubers,Rice (aromatic),Wholesale,5667.0
2021-12-15,Garissa,Garissa town (Garissa),cereals and tubers,Sorghum (white),Wholesale,6645.0
2021-12-15,Garissa,Garissa town (Garissa),pulses and nuts,Beans (rosecoco),Wholesale,7200.0
2021-12-15,Garissa,Garissa town (Garissa),pulses and nuts,Beans (yellow),Wholesale,8397.0
2021-12-15,Garissa,Garissa town (Garissa),pulses and nuts,Cowpeas,Wholesale,5427.0
2021-12-15,Garissa,Garissa town (Garissa),vegetables and fruits,Cabbage,Wholesale,2293.0
2021-12-15,Garissa,Garissa town (Garissa),vegetables and fruits,Kale,Wholesale,1620.0
